gene_id	pretty_id
lcl|NW_015622505.1_cds_XP_016226495.1_2955	gene-IR01_02681
lcl|NW_015622505.1_cds_XP_016226494.1_2956	gene-IR01_02682
lcl|NW_015622505.1_cds_XP_016226496.1_2957	gene-IR01_02683
lcl|NW_015622505.1_cds_XP_016226497.1_2958	gene-IR01_02684
lcl|NW_015622505.1_cds_XP_016226499.1_2959	gene-IR01_02685
lcl|NW_015622505.1_cds_XP_016226501.1_2962	gene-IR01_02686
lcl|NW_015622505.1_cds_XP_016226502.1_2963	gene-IR01_02687
lcl|NW_015622505.1_cds_XP_016226503.1_2964	gene-IR01_02688
lcl|NW_015622505.1_cds_XP_016226506.1_2967	gene-IR01_02689
lcl|NW_015622505.1_cds_XP_016226507.1_2968	gene-IR01_02690
lcl|NW_015622505.1_cds_XP_016226508.1_2969	gene-IR01_02691
lcl|NW_015622505.1_cds_XP_016226509.1_2970	gene-IR01_02692
lcl|NW_015622505.1_cds_XP_016226510.1_2971	gene-IR01_02693
lcl|NW_015622505.1_cds_XP_016226511.1_2972	gene-IR01_02694
lcl|NW_015622505.1_cds_XP_016226512.1_2973	gene-IR01_02695
lcl|NW_015622505.1_cds_XP_016226513.1_2974	gene-IR01_02696
lcl|NW_015622505.1_cds_XP_016226514.1_2975	gene-IR01_02697
lcl|NW_015622505.1_cds_XP_016226515.1_2976	gene-IR01_02698
lcl|NW_015622505.1_cds_XP_016226516.1_2977	gene-IR01_02699
lcl|NW_015622505.1_cds_XP_016226517.1_2978	gene-IR01_02700
lcl|NW_015622505.1_cds_XP_016226518.1_2979	gene-IR01_02701
lcl|NW_015622505.1_cds_XP_016226519.1_2980	gene-IR01_02702
lcl|NW_015622505.1_cds_XP_016226520.1_2981	gene-IR01_02703
lcl|NW_015622505.1_cds_XP_016226521.1_2982	gene-IR01_02704
lcl|NW_015622505.1_cds_XP_016226522.1_2983	gene-IR01_02705
lcl|NW_015622505.1_cds_XP_016226523.1_2984	gene-IR01_02706
lcl|NW_015622505.1_cds_XP_016226524.1_2985	gene-IR01_02707
lcl|NW_015622505.1_cds_XP_016226525.1_2986	gene-IR01_02708
lcl|NW_015622505.1_cds_XP_016226527.1_2987	gene-IR01_02709
lcl|NW_015622505.1_cds_XP_016226526.1_2988	gene-IR01_02710
lcl|NW_015622505.1_cds_XP_016226528.1_2989	gene-IR01_02711
lcl|NW_015622505.1_cds_XP_016226529.1_2990	gene-IR01_02712
lcl|NW_015622505.1_cds_XP_016226530.1_2991	gene-IR01_02713
lcl|NW_015622505.1_cds_XP_016226531.1_2992	gene-IR01_02714
lcl|NW_015622505.1_cds_XP_016226532.1_2993	gene-IR01_02715
lcl|NW_015622505.1_cds_XP_016226533.1_2994	gene-IR01_02716
lcl|NW_015622505.1_cds_XP_016226534.1_2995	gene-IR01_02717
lcl|NW_015622505.1_cds_XP_016226535.1_2996	gene-IR01_02718
lcl|NW_015622505.1_cds_XP_016226536.1_2997	gene-IR01_02719
lcl|NW_015622505.1_cds_XP_016226537.1_2998	gene-IR01_02720
lcl|NW_015622505.1_cds_XP_016226538.1_2999	gene-IR01_02721
lcl|NW_015622505.1_cds_XP_016226539.1_3000	gene-IR01_02722
lcl|NW_015622505.1_cds_XP_016226540.1_3001	gene-IR01_02723
lcl|NW_015622505.1_cds_XP_016226541.1_3002	gene-IR01_02724
lcl|NW_015622505.1_cds_XP_016226542.1_3003	gene-IR01_02725
lcl|NW_015622505.1_cds_XP_016226543.1_3004	gene-IR01_02726
lcl|NW_015622505.1_cds_XP_016226544.1_3005	gene-IR01_02727
lcl|NW_015622505.1_cds_XP_016226545.1_3006	gene-IR01_02728
lcl|NW_015622505.1_cds_XP_016226547.1_3007	gene-IR01_02729
lcl|NW_015622505.1_cds_XP_016226549.1_3009	gene-IR01_02730
lcl|NW_015622505.1_cds_XP_016226550.1_3011	gene-IR01_02731
lcl|NW_015622505.1_cds_XP_016226551.1_3012	gene-IR01_02732
lcl|NW_015622505.1_cds_XP_016226552.1_3013	gene-IR01_02733
lcl|NW_015622505.1_cds_XP_016226553.1_3014	gene-IR01_02734
lcl|NW_015622505.1_cds_XP_016226554.1_3015	gene-IR01_02735
lcl|NW_015622505.1_cds_XP_016226555.1_3016	gene-IR01_02736
lcl|NW_015622505.1_cds_XP_016226556.1_3017	gene-IR01_02737
lcl|NW_015622505.1_cds_XP_016226557.1_3018	gene-IR01_02738
lcl|NW_015622505.1_cds_XP_016226560.1_3021	gene-IR01_02739
lcl|NW_015622505.1_cds_XP_016226561.1_3022	gene-IR01_02740
lcl|NW_015622505.1_cds_XP_016226562.1_3023	gene-IR01_02741
lcl|NW_015622505.1_cds_XP_016226563.1_3024	gene-IR01_02742
lcl|NW_015622505.1_cds_XP_016226564.1_3025	gene-IR01_02743
lcl|NW_015622505.1_cds_XP_016226565.1_3026	gene-IR01_02744
lcl|NW_015622505.1_cds_XP_016226566.1_3027	gene-IR01_02745
lcl|NW_015622505.1_cds_XP_016226569.1_3030	gene-IR01_02746
lcl|NW_015622505.1_cds_XP_016226570.1_3031	gene-IR01_02747
lcl|NW_015622505.1_cds_XP_016226571.1_3032	gene-IR01_02748
lcl|NW_015622505.1_cds_XP_016226572.1_3033	gene-IR01_02749
lcl|NW_015622505.1_cds_XP_016226573.1_3034	gene-IR01_02750
lcl|NW_015622505.1_cds_XP_016226574.1_3035	gene-IR01_02751
lcl|NW_015622505.1_cds_XP_016226575.1_3036	gene-IR01_02752
lcl|NW_015622505.1_cds_XP_016226576.1_3037	gene-IR01_02753
lcl|NW_015622505.1_cds_XP_016226577.1_3038	gene-IR01_02754
lcl|NW_015622505.1_cds_XP_016226578.1_3039	gene-IR01_02755
lcl|NW_015622505.1_cds_XP_016226579.1_3040	gene-IR01_02756
lcl|NW_015622505.1_cds_XP_016226580.1_3041	gene-IR01_02757
lcl|NW_015622505.1_cds_XP_016226581.1_3042	gene-IR01_02758
lcl|NW_015622505.1_cds_XP_016226582.1_3043	gene-IR01_02759
lcl|NW_015622505.1_cds_XP_016226583.1_3044	gene-IR01_02760
lcl|NW_015622505.1_cds_XP_016226584.1_3045	gene-IR01_02761
lcl|NW_015622505.1_cds_XP_016226585.1_3046	gene-IR01_02762
lcl|NW_015622505.1_cds_XP_016226586.1_3047	gene-IR01_02763
lcl|NW_015622505.1_cds_XP_016226587.1_3048	gene-IR01_02764
lcl|NW_015622505.1_cds_XP_016226588.1_3049	gene-IR01_02765
lcl|NW_015622505.1_cds_XP_016226589.1_3050	gene-IR01_02766
lcl|NW_015622505.1_cds_XP_016226590.1_3051	gene-IR01_02767
lcl|NW_015622505.1_cds_XP_016226591.1_3052	gene-IR01_02768
lcl|NW_015622505.1_cds_XP_016226592.1_3053	gene-IR01_02769
lcl|NW_015622505.1_cds_XP_016226593.1_3054	gene-IR01_02770
lcl|NW_015622505.1_cds_XP_016226594.1_3055	gene-IR01_02771
lcl|NW_015622505.1_cds_XP_016226595.1_3056	gene-IR01_02772
lcl|NW_015622505.1_cds_XP_016226596.1_3057	gene-IR01_02773
lcl|NW_015622505.1_cds_XP_016226597.1_3058	gene-IR01_02774
lcl|NW_015622505.1_cds_XP_016226598.1_3059	gene-IR01_02775
lcl|NW_015622505.1_cds_XP_016226599.1_3060	gene-IR01_02776
lcl|NW_015622505.1_cds_XP_016226600.1_3061	gene-IR01_02777
lcl|NW_015622505.1_cds_XP_016226601.1_3062	gene-IR01_02778
lcl|NW_015622505.1_cds_XP_016226602.1_3063	gene-IR01_02779
lcl|NW_015622505.1_cds_XP_016226603.1_3064	gene-IR01_02780
lcl|NW_015622505.1_cds_XP_016226604.1_3065	gene-IR01_02781
lcl|NW_015622505.1_cds_XP_016226605.1_3066	gene-IR01_02782
lcl|NW_015622505.1_cds_XP_016226606.1_3067	gene-IR01_02783
lcl|NW_015622505.1_cds_XP_016226607.1_3068	gene-IR01_02784
lcl|NW_015622505.1_cds_XP_016226608.1_3069	gene-IR01_02785
lcl|NW_015622505.1_cds_XP_016226609.1_3070	gene-IR01_02786
lcl|NW_015622505.1_cds_XP_016226610.1_3071	gene-IR01_02787
lcl|NW_015622505.1_cds_XP_016226613.1_3074	gene-IR01_02788
lcl|NW_015622505.1_cds_XP_016226615.1_3076	gene-IR01_02789
lcl|NW_015622505.1_cds_XP_016226616.1_3077	gene-IR01_02790
lcl|NW_015622505.1_cds_XP_016226617.1_3078	gene-IR01_02791
lcl|NW_015622505.1_cds_XP_016226618.1_3079	gene-IR01_02792
lcl|NW_015622505.1_cds_XP_016226619.1_3080	gene-IR01_02793
lcl|NW_015622505.1_cds_XP_016226621.1_3082	gene-IR01_02794
lcl|NW_015622505.1_cds_XP_016226624.1_3083	gene-IR01_02795
lcl|NW_015622505.1_cds_XP_016226625.1_3086	gene-IR01_02796
lcl|NW_015622505.1_cds_XP_016226626.1_3087	gene-IR01_02797
lcl|NW_015622505.1_cds_XP_016226627.1_3088	gene-IR01_02798
lcl|NW_015622505.1_cds_XP_016226628.1_3089	gene-IR01_02799
lcl|NW_015622505.1_cds_XP_016226629.1_3090	gene-IR01_02800
lcl|NW_015622505.1_cds_XP_016226630.1_3091	gene-IR01_02801
lcl|NW_015622505.1_cds_XP_016226631.1_3092	gene-IR01_02802
lcl|NW_015622505.1_cds_XP_016226632.1_3093	gene-IR01_02803
lcl|NW_015622505.1_cds_XP_016226633.1_3094	gene-IR01_02804
lcl|NW_015622505.1_cds_XP_016226634.1_3095	gene-IR01_02805
lcl|NW_015622505.1_cds_XP_016226635.1_3096	gene-IR01_02806
lcl|NW_015622505.1_cds_XP_016226637.1_3097	gene-IR01_02807
lcl|NW_015622505.1_cds_XP_016226639.1_3100	gene-IR01_02808
lcl|NW_015622505.1_cds_XP_016226640.1_3101	gene-IR01_02809
lcl|NW_015622505.1_cds_XP_016226641.1_3102	gene-IR01_02810
lcl|NW_015622505.1_cds_XP_016226642.1_3103	gene-IR01_02811
lcl|NW_015622505.1_cds_XP_016226643.1_3104	gene-IR01_02812
lcl|NW_015622505.1_cds_XP_016226644.1_3105	gene-IR01_02813
lcl|NW_015622505.1_cds_XP_016226645.1_3106	gene-IR01_02814
lcl|NW_015622505.1_cds_XP_016226646.1_3107	gene-IR01_02815
lcl|NW_015622505.1_cds_XP_016226647.1_3108	gene-IR01_02816
lcl|NW_015622505.1_cds_XP_016226648.1_3109	gene-IR01_02817
lcl|NW_015622505.1_cds_XP_016226649.1_3110	gene-IR01_02818
lcl|NW_015622505.1_cds_XP_016226650.1_3111	gene-IR01_02819
lcl|NW_015622505.1_cds_XP_016226651.1_3112	gene-IR01_02820
lcl|NW_015622505.1_cds_XP_016226652.1_3113	gene-IR01_02821
lcl|NW_015622505.1_cds_XP_016226653.1_3114	gene-IR01_02822
lcl|NW_015622505.1_cds_XP_016226654.1_3115	gene-IR01_02823
lcl|NW_015622505.1_cds_XP_016226655.1_3116	gene-IR01_02824
lcl|NW_015622505.1_cds_XP_016226656.1_3117	gene-IR01_02825
lcl|NW_015622505.1_cds_XP_016226662.1_3122	gene-IR01_02826
lcl|NW_015622505.1_cds_XP_016226663.1_3124	gene-IR01_02827
lcl|NW_015622505.1_cds_XP_016226664.1_3125	gene-IR01_02828
lcl|NW_015622505.1_cds_XP_016226665.1_3126	gene-IR01_02829
lcl|NW_015622505.1_cds_XP_016226666.1_3127	gene-IR01_02830
lcl|NW_015622505.1_cds_XP_016226667.1_3128	gene-IR01_02831
lcl|NW_015622505.1_cds_XP_016226668.1_3129	gene-IR01_02832
lcl|NW_015622505.1_cds_XP_016226669.1_3130	gene-IR01_02833
lcl|NW_015622505.1_cds_XP_016226670.1_3131	gene-IR01_02834
lcl|NW_015622505.1_cds_XP_016226671.1_3132	gene-IR01_02835
lcl|NW_015622505.1_cds_XP_016226672.1_3133	gene-IR01_02836
lcl|NW_015622505.1_cds_XP_016226673.1_3134	gene-IR01_02837
lcl|NW_015622505.1_cds_XP_016226674.1_3135	gene-IR01_02838
lcl|NW_015622505.1_cds_XP_016226675.1_3136	gene-IR01_02839
lcl|NW_015622505.1_cds_XP_016226676.1_3137	gene-IR01_02840
lcl|NW_015622505.1_cds_XP_016226678.1_3139	gene-IR01_02841
lcl|NW_015622505.1_cds_XP_016226679.1_3140	gene-IR01_02842
lcl|NW_015622505.1_cds_XP_016226680.1_3141	gene-IR01_02843
lcl|NW_015622505.1_cds_XP_016226681.1_3142	gene-IR01_02844
lcl|NW_015622505.1_cds_XP_016226682.1_3143	gene-IR01_02845
lcl|NW_015622505.1_cds_XP_016226683.1_3144	gene-IR01_02846
lcl|NW_015622505.1_cds_XP_016226684.1_3145	gene-IR01_02847
lcl|NW_015622505.1_cds_XP_016226685.1_3146	gene-IR01_02848
lcl|NW_015622505.1_cds_XP_016226686.1_3147	gene-IR01_02849
lcl|NW_015622505.1_cds_XP_016226687.1_3148	gene-IR01_02850
lcl|NW_015622505.1_cds_XP_016226688.1_3149	gene-IR01_02851
lcl|NW_015622505.1_cds_XP_016226689.1_3150	gene-IR01_02852
lcl|NW_015622505.1_cds_XP_016226690.1_3151	gene-IR01_02853
lcl|NW_015622505.1_cds_XP_016226691.1_3152	gene-IR01_02854
lcl|NW_015622505.1_cds_XP_016226693.1_3153	gene-IR01_02855
lcl|NW_015622505.1_cds_XP_016226694.1_3155	gene-IR01_02856
lcl|NW_015622505.1_cds_XP_016226695.1_3156	gene-IR01_02857
lcl|NW_015622505.1_cds_XP_016226696.1_3157	gene-IR01_02858
lcl|NW_015622505.1_cds_XP_016226698.1_3159	gene-IR01_02859
lcl|NW_015622505.1_cds_XP_016226699.1_3160	gene-IR01_02860
lcl|NW_015622505.1_cds_XP_016226700.1_3161	gene-IR01_02861
lcl|NW_015622505.1_cds_XP_016226701.1_3162	gene-IR01_02862
lcl|NW_015622505.1_cds_XP_016226702.1_3163	gene-IR01_02863
lcl|NW_015622505.1_cds_XP_016226703.1_3164	gene-IR01_02864
lcl|NW_015622505.1_cds_XP_016226704.1_3165	gene-IR01_02865
lcl|NW_015622505.1_cds_XP_016226705.1_3166	gene-IR01_02866
lcl|NW_015622505.1_cds_XP_016226707.1_3168	gene-IR01_02867
lcl|NW_015622505.1_cds_XP_016226708.1_3169	gene-IR01_02868
lcl|NW_015622505.1_cds_XP_016226709.1_3170	gene-IR01_02869
lcl|NW_015622505.1_cds_XP_016226710.1_3171	gene-IR01_02870
lcl|NW_015622505.1_cds_XP_016226711.1_3172	gene-IR01_02871
lcl|NW_015622505.1_cds_XP_016226712.1_3173	gene-IR01_02872
lcl|NW_015622505.1_cds_XP_016226713.1_3174	gene-IR01_02873
lcl|NW_015622505.1_cds_XP_016226714.1_3175	gene-IR01_02874
lcl|NW_015622505.1_cds_XP_016226715.1_3176	gene-IR01_02875
lcl|NW_015622505.1_cds_XP_016226716.1_3177	gene-IR01_02876
lcl|NW_015622505.1_cds_XP_016226718.1_3178	gene-IR01_02877
lcl|NW_015622505.1_cds_XP_016226717.1_3179	gene-IR01_02878
lcl|NW_015622505.1_cds_XP_016226719.1_3180	gene-IR01_02879
lcl|NW_015622505.1_cds_XP_016226720.1_3181	gene-IR01_02880
lcl|NW_015622505.1_cds_XP_016226721.1_3182	gene-IR01_02881
lcl|NW_015622505.1_cds_XP_016226722.1_3183	gene-IR01_02882
lcl|NW_015622505.1_cds_XP_016226723.1_3184	gene-IR01_02883
lcl|NW_015622505.1_cds_XP_016226724.1_3185	gene-IR01_02884
lcl|NW_015622505.1_cds_XP_016226725.1_3186	gene-IR01_02885
lcl|NW_015622505.1_cds_XP_016226727.1_3187	gene-IR01_02886
lcl|NW_015622505.1_cds_XP_016226726.1_3188	gene-IR01_02887
lcl|NW_015622505.1_cds_XP_016226728.1_3189	gene-IR01_02888
lcl|NW_015622505.1_cds_XP_016226729.1_3190	gene-IR01_02889
lcl|NW_015622505.1_cds_XP_016226730.1_3191	gene-IR01_02890
lcl|NW_015622505.1_cds_XP_016226731.1_3192	gene-IR01_02891
lcl|NW_015622505.1_cds_XP_016226732.1_3193	gene-IR01_02892
lcl|NW_015622505.1_cds_XP_016226734.1_3195	gene-IR01_02893
lcl|NW_015622505.1_cds_XP_016226735.1_3196	gene-IR01_02894
lcl|NW_015622505.1_cds_XP_016226736.1_3197	gene-IR01_02895
lcl|NW_015622505.1_cds_XP_016226737.1_3198	gene-IR01_02896
lcl|NW_015622505.1_cds_XP_016226738.1_3199	gene-IR01_02897
lcl|NW_015622505.1_cds_XP_016226739.1_3200	gene-IR01_02898
lcl|NW_015622505.1_cds_XP_016226740.1_3201	gene-IR01_02899
lcl|NW_015622505.1_cds_XP_016226741.1_3202	gene-IR01_02900
lcl|NW_015622505.1_cds_XP_016226742.1_3203	gene-IR01_02901
lcl|NW_015622505.1_cds_XP_016226743.1_3204	gene-IR01_02902
lcl|NW_015622505.1_cds_XP_016226744.1_3205	gene-IR01_02903
lcl|NW_015622505.1_cds_XP_016226745.1_3206	gene-IR01_02904
lcl|NW_015622505.1_cds_XP_016226746.1_3207	gene-IR01_02905
lcl|NW_015622505.1_cds_XP_016226747.1_3208	gene-IR01_02906
lcl|NW_015622505.1_cds_XP_016226748.1_3209	gene-IR01_02907
lcl|NW_015622505.1_cds_XP_016226749.1_3210	gene-IR01_02908
lcl|NW_015622505.1_cds_XP_016226750.1_3211	gene-IR01_02909
lcl|NW_015622505.1_cds_XP_016226751.1_3212	gene-IR01_02910
lcl|NW_015622505.1_cds_XP_016226752.1_3213	gene-IR01_02911
lcl|NW_015622505.1_cds_XP_016226753.1_3214	gene-IR01_02912
lcl|NW_015622505.1_cds_XP_016226754.1_3215	gene-IR01_02913
lcl|NW_015622505.1_cds_XP_016226755.1_3216	gene-IR01_02914
lcl|NW_015622505.1_cds_XP_016226756.1_3217	gene-IR01_02915
lcl|NW_015622505.1_cds_XP_016226757.1_3218	gene-IR01_02916
lcl|NW_015622505.1_cds_XP_016226759.1_3220	gene-IR01_02917
lcl|NW_015622505.1_cds_XP_016226761.1_3221	gene-IR01_02918
lcl|NW_015622505.1_cds_XP_016226762.1_3223	gene-IR01_02919
lcl|NW_015622505.1_cds_XP_016226763.1_3224	gene-IR01_02920
lcl|NW_015622505.1_cds_XP_016226764.1_3225	gene-IR01_02921
lcl|NW_015622505.1_cds_XP_016226765.1_3226	gene-IR01_02922
lcl|NW_015622505.1_cds_XP_016226766.1_3227	gene-IR01_02923
lcl|NW_015622505.1_cds_XP_016226767.1_3228	gene-IR01_02924
lcl|NW_015622505.1_cds_XP_016226768.1_3229	gene-IR01_02925
lcl|NW_015622505.1_cds_XP_016226769.1_3230	gene-IR01_02926
lcl|NW_015622505.1_cds_XP_016226770.1_3231	gene-IR01_02927
lcl|NW_015622505.1_cds_XP_016226771.1_3232	gene-IR01_02928
lcl|NW_015622505.1_cds_XP_016226772.1_3233	gene-IR01_02929
lcl|NW_015622505.1_cds_XP_016226773.1_3234	gene-IR01_02930
lcl|NW_015622505.1_cds_XP_016226775.1_3236	gene-IR01_02931
lcl|NW_015622505.1_cds_XP_016226776.1_3237	gene-IR01_02932
lcl|NW_015622505.1_cds_XP_016226777.1_3238	gene-IR01_02933
lcl|NW_015622505.1_cds_XP_016226778.1_3239	gene-IR01_02934
lcl|NW_015622505.1_cds_XP_016226779.1_3240	gene-IR01_02935
lcl|NW_015622505.1_cds_XP_016226781.1_3242	gene-IR01_02936
lcl|NW_015622505.1_cds_XP_016226783.1_3244	gene-IR01_02937
lcl|NW_015622505.1_cds_XP_016226784.1_3245	gene-IR01_02938
lcl|NW_015622505.1_cds_XP_016226785.1_3246	gene-IR01_02939
lcl|NW_015622505.1_cds_XP_016226787.1_3248	gene-IR01_02940
lcl|NW_015622505.1_cds_XP_016226788.1_3249	gene-IR01_02941
lcl|NW_015622505.1_cds_XP_016226789.1_3250	gene-IR01_02942
lcl|NW_015622505.1_cds_XP_016226790.1_3251	gene-IR01_02943
lcl|NW_015622505.1_cds_XP_016226791.1_3252	gene-IR01_02944
lcl|NW_015622505.1_cds_XP_016226792.1_3253	gene-IR01_02945
lcl|NW_015622505.1_cds_XP_016226793.1_3254	gene-IR01_02946
lcl|NW_015622505.1_cds_XP_016226795.1_3256	gene-IR01_02947
lcl|NW_015622505.1_cds_XP_016226796.1_3257	gene-IR01_02948
lcl|NW_015622505.1_cds_XP_016226797.1_3258	gene-IR01_02949
lcl|NW_015622505.1_cds_XP_016226798.1_3259	gene-IR01_02950
lcl|NW_015622505.1_cds_XP_016226799.1_3260	gene-IR01_02951
lcl|NW_015622505.1_cds_XP_016226800.1_3261	gene-IR01_02952
lcl|NW_015622505.1_cds_XP_016226801.1_3262	gene-IR01_02953
lcl|NW_015622505.1_cds_XP_016226802.1_3263	gene-IR01_02954
lcl|NW_015622505.1_cds_XP_016226803.1_3264	gene-IR01_02955
lcl|NW_015622505.1_cds_XP_016226805.1_3266	gene-IR01_02956
lcl|NW_015622505.1_cds_XP_016226806.1_3267	gene-IR01_02957
lcl|NW_015622505.1_cds_XP_016226807.1_3268	gene-IR01_02958
lcl|NW_015622505.1_cds_XP_016226808.1_3269	gene-IR01_02959
lcl|NW_015622505.1_cds_XP_016226809.1_3270	gene-IR01_02960
lcl|NW_015622505.1_cds_XP_016226810.1_3271	gene-IR01_02961
lcl|NW_015622505.1_cds_XP_016226811.1_3272	gene-IR01_02962
lcl|NW_015622505.1_cds_XP_016226812.1_3273	gene-IR01_02963
lcl|NW_015622505.1_cds_XP_016226813.1_3274	gene-IR01_02964
lcl|NW_015622505.1_cds_XP_016226814.1_3275	gene-IR01_02965
lcl|NW_015622505.1_cds_XP_016226815.1_3276	gene-IR01_02966
lcl|NW_015622505.1_cds_XP_016226816.1_3277	gene-IR01_02967
lcl|NW_015622505.1_cds_XP_016226817.1_3278	gene-IR01_02968
lcl|NW_015622505.1_cds_XP_016226818.1_3279	gene-IR01_02969
lcl|NW_015622505.1_cds_XP_016226819.1_3280	gene-IR01_02970
lcl|NW_015622505.1_cds_XP_016226820.1_3281	gene-IR01_02971
lcl|NW_015622505.1_cds_XP_016226821.1_3282	gene-IR01_02972
lcl|NW_015622505.1_cds_XP_016226822.1_3283	gene-IR01_02973
lcl|NW_015622505.1_cds_XP_016226823.1_3284	gene-IR01_02974
lcl|NW_015622505.1_cds_XP_016226824.1_3285	gene-IR01_02975
lcl|NW_015622505.1_cds_XP_016226825.1_3286	gene-IR01_02976
lcl|NW_015622505.1_cds_XP_016226827.1_3287	gene-IR01_02977
lcl|NW_015622505.1_cds_XP_016226829.1_3290	gene-IR01_02978
lcl|NW_015622505.1_cds_XP_016226830.1_3291	gene-IR01_02979
lcl|NW_015622505.1_cds_XP_016226831.1_3292	gene-IR01_02980
lcl|NW_015622505.1_cds_XP_016226832.1_3293	gene-IR01_02981
lcl|NW_015622505.1_cds_XP_016226833.1_3294	gene-IR01_02982
lcl|NW_015622505.1_cds_XP_016226834.1_3295	gene-IR01_02983
lcl|NW_015622505.1_cds_XP_016226835.1_3296	gene-IR01_02984
lcl|NW_015622505.1_cds_XP_016226836.1_3297	gene-IR01_02985
lcl|NW_015622505.1_cds_XP_016226837.1_3298	gene-IR01_02986
lcl|NW_015622505.1_cds_XP_016226838.1_3299	gene-IR01_02987
lcl|NW_015622505.1_cds_XP_016226839.1_3300	gene-IR01_02988
lcl|NW_015622505.1_cds_XP_016226840.1_3301	gene-IR01_02989
lcl|NW_015622505.1_cds_XP_016226841.1_3302	gene-IR01_02990
lcl|NW_015622505.1_cds_XP_016226843.1_3304	gene-IR01_02991
lcl|NW_015622505.1_cds_XP_016226844.1_3305	gene-IR01_02992
lcl|NW_015622505.1_cds_XP_016226845.1_3306	gene-IR01_02993
lcl|NW_015622505.1_cds_XP_016226846.1_3307	gene-IR01_02994
lcl|NW_015622505.1_cds_XP_016226847.1_3308	gene-IR01_02995
lcl|NW_015622505.1_cds_XP_016226848.1_3309	gene-IR01_02996
lcl|NW_015622505.1_cds_XP_016226849.1_3310	gene-IR01_02997
lcl|NW_015622505.1_cds_XP_016226850.1_3311	gene-IR01_02998
lcl|NW_015622505.1_cds_XP_016226851.1_3312	gene-IR01_02999
lcl|NW_015622505.1_cds_XP_016226852.1_3313	gene-IR01_03000
lcl|NW_015622505.1_cds_XP_016226853.1_3314	gene-IR01_03001
lcl|NW_015622505.1_cds_XP_016226854.1_3315	gene-IR01_03002
lcl|NW_015622505.1_cds_XP_016226855.1_3316	gene-IR01_03003
lcl|NW_015622505.1_cds_XP_016226856.1_3317	gene-IR01_03004
lcl|NW_015622505.1_cds_XP_016226857.1_3318	gene-IR01_03005
lcl|NW_015622505.1_cds_XP_016226858.1_3319	gene-IR01_03006
lcl|NW_015622505.1_cds_XP_016226860.1_3321	gene-IR01_03007
lcl|NW_015622505.1_cds_XP_016226861.1_3322	gene-IR01_03008
lcl|NW_015622505.1_cds_XP_016226862.1_3323	gene-IR01_03009
lcl|NW_015622505.1_cds_XP_016226863.1_3324	gene-IR01_03010
lcl|NW_015622505.1_cds_XP_016226864.1_3325	gene-IR01_03011
lcl|NW_015622505.1_cds_XP_016226865.1_3326	gene-IR01_03012
lcl|NW_015622505.1_cds_XP_016226866.1_3327	gene-IR01_03013
lcl|NW_015622505.1_cds_XP_016226867.1_3328	gene-IR01_03014
lcl|NW_015622505.1_cds_XP_016226868.1_3329	gene-IR01_03015
lcl|NW_015622505.1_cds_XP_016226869.1_3330	gene-IR01_03016
lcl|NW_015622505.1_cds_XP_016226870.1_3331	gene-IR01_03017
lcl|NW_015622505.1_cds_XP_016226871.1_3332	gene-IR01_03018
lcl|NW_015622505.1_cds_XP_016226872.1_3333	gene-IR01_03019
lcl|NW_015622505.1_cds_XP_016226873.1_3334	gene-IR01_03020
lcl|NW_015622505.1_cds_XP_016226874.1_3335	gene-IR01_03021
lcl|NW_015622505.1_cds_XP_016226875.1_3336	gene-IR01_03022
lcl|NW_015622505.1_cds_XP_016226877.1_3337	gene-IR01_03023
lcl|NW_015622505.1_cds_XP_016226876.1_3338	gene-IR01_03024
lcl|NW_015622505.1_cds_XP_016226879.1_3340	gene-IR01_03025
lcl|NW_015622505.1_cds_XP_016226880.1_3341	gene-IR01_03026
lcl|NW_015622505.1_cds_XP_016226881.1_3342	gene-IR01_03027
lcl|NW_015622505.1_cds_XP_016226882.1_3343	gene-IR01_03028
lcl|NW_015622505.1_cds_XP_016226883.1_3344	gene-IR01_03029
lcl|NW_015622505.1_cds_XP_016226884.1_3345	gene-IR01_03030
lcl|NW_015622505.1_cds_XP_016226886.1_3347	gene-IR01_03031
lcl|NW_015622505.1_cds_XP_016226887.1_3348	gene-IR01_03032
lcl|NW_015622505.1_cds_XP_016226888.1_3349	gene-IR01_03033
lcl|NW_015622505.1_cds_XP_016226889.1_3350	gene-IR01_03034
lcl|NW_015622505.1_cds_XP_016226890.1_3351	gene-IR01_03035
lcl|NW_015622505.1_cds_XP_016226891.1_3352	gene-IR01_03036
lcl|NW_015622505.1_cds_XP_016226892.1_3353	gene-IR01_03037
lcl|NW_015622505.1_cds_XP_016226893.1_3354	gene-IR01_03038
lcl|NW_015622505.1_cds_XP_016226894.1_3355	gene-IR01_03039
lcl|NW_015622505.1_cds_XP_016226895.1_3356	gene-IR01_03040
lcl|NW_015622505.1_cds_XP_016226896.1_3357	gene-IR01_03041
lcl|NW_015622505.1_cds_XP_016226897.1_3358	gene-IR01_03042
lcl|NW_015622505.1_cds_XP_016226898.1_3359	gene-IR01_03043
lcl|NW_015622505.1_cds_XP_016226899.1_3360	gene-IR01_03044
lcl|NW_015622505.1_cds_XP_016226900.1_3361	gene-IR01_03045
lcl|NW_015622505.1_cds_XP_016226901.1_3362	gene-IR01_03046
lcl|NW_015622505.1_cds_XP_016226902.1_3363	gene-IR01_03047
lcl|NW_015622505.1_cds_XP_016226903.1_3364	gene-IR01_03048
