pretty_id	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id.x	ips_ipr	ips_ipr_desc	ips_go	ips_pathway	protein_id.y	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-IR01_01172	lcl|NW_015622504.1_cds_XP_016228987.1_1317	61.1280445560573	-1.27062339097152	0.351217341365119	-3.61776951568746	0.000297152833169551	0.00497018642876743	NW_015622504.1_cds_XP_016228987.1_1317					NW_015622504.1_cds_XP_016228987.1_1317	64363.EME46679	5.56e-212	606	COG2272@1|root,KOG1516@2759|Eukaryota,38EQ2@33154|Opisthokonta,3NX7C@4751|Fungi,3QR31@4890|Ascomycota,1ZYWC@147541|Dothideomycetes,3MK48@451867|Dothideomycetidae	4751|Fungi	I	Belongs to the type-B carboxylesterase lipase family		GO:0003674,GO:0003824,GO:0016787,GO:0016788,GO:0052689											COesterase
gene-IR01_01180	lcl|NW_015622504.1_cds_XP_016228995.1_1325	878.599742782859	-1.01124993024636	0.319112088061767	-3.16894899340393	0.00152991241604928	0.0175283665147094	NW_015622504.1_cds_XP_016228995.1_1325					NW_015622504.1_cds_XP_016228995.1_1325	43228.XP_007731506.1	1.42e-110	324	COG0091@1|root,KOG3353@2759|Eukaryota,38H3J@33154|Opisthokonta,3P1RH@4751|Fungi,3QRIG@4890|Ascomycota,20FKR@147545|Eurotiomycetes,3MVUB@451870|Chaetothyriomycetidae	4751|Fungi	J	Belongs to the universal ribosomal protein uL22 family	RPL17B	GO:0000448,GO:0000460,GO:0000463,GO:0000466,GO:0000469,GO:0000470,GO:0000478,GO:0000479,GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0030684,GO:0030687,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02880	ko03010,map03010	M00177			br01610,ko00000,ko00001,ko00002,ko03011				Ribosomal_L22
gene-IR01_01181	lcl|NW_015622504.1_cds_XP_016228996.1_1326	1286.26223073079	0.971462832988744	0.314199908554977	3.09186223973315	0.00198905133525197	0.0216015524299855	NW_015622504.1_cds_XP_016228996.1_1326					NW_015622504.1_cds_XP_016228996.1_1326	86049.XP_008728273.1	1.4e-274	766	KOG0147@1|root,KOG0147@2759|Eukaryota,39R6Y@33154|Opisthokonta,3NV0X@4751|Fungi,3QR8U@4890|Ascomycota,20ERG@147545|Eurotiomycetes,3MSA7@451870|Chaetothyriomycetidae	4751|Fungi	A	linker between RRM2 and RRM3 domains in RBM39 protein	rsd1	GO:0000375,GO:0000377,GO:0000398,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005681,GO:0006139,GO:0006396,GO:0006397,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008380,GO:0009987,GO:0010467,GO:0016070,GO:0016071,GO:0032991,GO:0034641,GO:0043021,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0044877,GO:0045292,GO:0046483,GO:0070990,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990446,GO:1990904		ko:K13091					ko00000,ko03041				RBM39linker,RRM_1
gene-IR01_01183	lcl|NW_015622504.1_cds_XP_016228999.1_1329	709.149209530892	-0.934825043182132	0.296192875927711	-3.1561361503181	0.00159874214609897	0.0181950054896244	NW_015622504.1_cds_XP_016228999.1_1329					NW_015622504.1_cds_XP_016228999.1_1329																				
gene-IR01_01186	lcl|NW_015622504.1_cds_XP_016229002.1_1332	363.614569480683	0.999244968830228	0.280964722851906	3.55647840300905	0.000375859363500182	0.00594901848117788	NW_015622504.1_cds_XP_016229002.1_1332					NW_015622504.1_cds_XP_016229002.1_1332	1182553.XP_007747013.1	1.07e-169	494	2EBTN@1|root,2SHU3@2759|Eukaryota,39RRA@33154|Opisthokonta,3NWGC@4751|Fungi,3QSXN@4890|Ascomycota,20C28@147545|Eurotiomycetes,3MPSR@451870|Chaetothyriomycetidae	4751|Fungi	S	Peroxin 22-like protein													
gene-IR01_01201	lcl|NW_015622504.1_cds_XP_016229019.1_1349	229.321707700665	1.11765464318557	0.286984523686356	3.89447705691284	9.84108053317687e-05	0.00222809555152014	NW_015622504.1_cds_XP_016229019.1_1349					NW_015622504.1_cds_XP_016229019.1_1349	43228.XP_007734503.1	1.05e-290	865	COG5260@1|root,KOG2277@2759|Eukaryota,39SB9@33154|Opisthokonta,3NXFJ@4751|Fungi,3QMGI@4890|Ascomycota,20ET8@147545|Eurotiomycetes,3MQFU@451870|Chaetothyriomycetidae	4751|Fungi	D	Cid1 family poly A polymerase		GO:0000166,GO:0000287,GO:0000956,GO:0001882,GO:0001884,GO:0002134,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0019103,GO:0019222,GO:0019439,GO:0031086,GO:0031087,GO:0031123,GO:0032549,GO:0032551,GO:0032553,GO:0032557,GO:0034641,GO:0034655,GO:0036094,GO:0036450,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0046872,GO:0048519,GO:0050265,GO:0050789,GO:0060255,GO:0065007,GO:0070569,GO:0071076,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1990074	2.7.7.52	ko:K13291					ko00000,ko01000				NTP_transf_2,PAP_assoc
gene-IR01_01216	lcl|NW_015622504.1_cds_XP_016229036.1_1366	608.272162828605	1.31590304638963	0.378372798919735	3.47779504802293	0.000505556317538112	0.00748871723743196	NW_015622504.1_cds_XP_016229036.1_1366					NW_015622504.1_cds_XP_016229036.1_1366	86049.XP_008731817.1	1.18e-149	455	COG2304@1|root,2QRPK@2759|Eukaryota,38DTU@33154|Opisthokonta,3NXEZ@4751|Fungi,3QK94@4890|Ascomycota,20E8S@147545|Eurotiomycetes,3MV8U@451870|Chaetothyriomycetidae	4751|Fungi	S	Vault protein inter-alpha-trypsin domain													VIT,VWA_3
gene-IR01_01217	lcl|NW_015622504.1_cds_XP_016229037.1_1367	2315.63553931029	0.822994983642299	0.290958187158272	2.82856788351728	0.00467567837480386	0.0404893850754292	NW_015622504.1_cds_XP_016229037.1_1367					NW_015622504.1_cds_XP_016229037.1_1367	470704.XP_007761520.1	8.91e-135	425	COG2304@1|root,2QRPK@2759|Eukaryota,38DTU@33154|Opisthokonta,3NXEZ@4751|Fungi,3QK94@4890|Ascomycota,20E8S@147545|Eurotiomycetes,3MV8U@451870|Chaetothyriomycetidae	4751|Fungi	S	Vault protein inter-alpha-trypsin domain													VIT,VWA_3
gene-IR01_01223	lcl|NW_015622504.1_cds_XP_016229043.1_1373	241.533809484982	1.82967423429395	0.580497779429835	3.15190565602345	0.00162208674182202	0.0183628813011295	NW_015622504.1_cds_XP_016229043.1_1373					NW_015622504.1_cds_XP_016229043.1_1373	5970.XP_009154062.1	1.35e-218	610	COG1004@1|root,KOG2666@2759|Eukaryota,39JJP@33154|Opisthokonta,3Q3WW@4751|Fungi,3RM04@4890|Ascomycota,20UHV@147545|Eurotiomycetes,3MUCX@451870|Chaetothyriomycetidae	4751|Fungi	GT	UDP-glucose/GDP-mannose dehydrogenase family, central domain													UDPG_MGDP_dh,UDPG_MGDP_dh_N
gene-IR01_01225	lcl|NW_015622504.1_cds_XP_016229045.1_1375	100.704011342957	-1.79132129073932	0.486042983140099	-3.68552031996515	0.00022823587031007	0.00408958487115339	NW_015622504.1_cds_XP_016229045.1_1375					NW_015622504.1_cds_XP_016229045.1_1375	43228.XP_007738586.1	1.2e-121	378	2D6N4@1|root,2T2EZ@2759|Eukaryota,3ABFP@33154|Opisthokonta,3P3MZ@4751|Fungi,3QY79@4890|Ascomycota,20HAH@147545|Eurotiomycetes,3MV70@451870|Chaetothyriomycetidae	4751|Fungi															
gene-IR01_01229	lcl|NW_015622504.1_cds_XP_016229049.1_1379	811.489378480183	-0.718636829463158	0.236732654580087	-3.03564723987008	0.00240019999292686	0.024896249198478	NW_015622504.1_cds_XP_016229049.1_1379					NW_015622504.1_cds_XP_016229049.1_1379	1182553.XP_007751118.1	3.11e-55	174	KOG4116@1|root,KOG4116@2759|Eukaryota,3A6MP@33154|Opisthokonta,3P5D2@4751|Fungi,3QX7J@4890|Ascomycota,20IAM@147545|Eurotiomycetes,3MX7M@451870|Chaetothyriomycetidae	4751|Fungi	C	Ubiquinol-cytochrome c reductase subunit 8	QCR8	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005750,GO:0006091,GO:0006119,GO:0006122,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009060,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0015980,GO:0016020,GO:0016021,GO:0016310,GO:0017144,GO:0019637,GO:0019693,GO:0019866,GO:0022900,GO:0022904,GO:0031090,GO:0031224,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0034641,GO:0042773,GO:0042775,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045275,GO:0045333,GO:0046034,GO:0046483,GO:0055086,GO:0055114,GO:0070069,GO:0070469,GO:0071704,GO:0072521,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204		ko:K00418	ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016	M00152			ko00000,ko00001,ko00002			iMM904.YJL166W,iND750.YJL166W	UcrQ
gene-IR01_01237	lcl|NW_015622504.1_cds_XP_016229057.1_1387	1614.07510281656	1.3250144239779	0.361828907276864	3.66199161352255	0.000250262054331942	0.00439217613629386	NW_015622504.1_cds_XP_016229057.1_1387					NW_015622504.1_cds_XP_016229057.1_1387	470704.XP_007762264.1	1.48e-119	377	2D2PZ@1|root,2SNJU@2759|Eukaryota,3A0VJ@33154|Opisthokonta,3P2AF@4751|Fungi,3QUE4@4890|Ascomycota,20C40@147545|Eurotiomycetes,3MRV9@451870|Chaetothyriomycetidae	4751|Fungi	S	zinc finger													
gene-IR01_01249	lcl|NW_015622504.1_cds_XP_016229073.1_1403	767.992305005724	1.26778104142752	0.245118669867539	5.17211129659208	2.314636419378e-07	1.44402901287765e-05	NW_015622504.1_cds_XP_016229073.1_1403					NW_015622504.1_cds_XP_016229073.1_1403	43229.XP_007726725.1	0	1168	KOG1981@1|root,KOG1981@2759|Eukaryota,38C0Q@33154|Opisthokonta,3NXQ6@4751|Fungi,3QKK5@4890|Ascomycota,20EQJ@147545|Eurotiomycetes,3MS1X@451870|Chaetothyriomycetidae	4751|Fungi	T	T-complex protein 11													Tcp11
gene-IR01_01278	lcl|NW_015622504.1_cds_XP_016229108.1_1435	54.971523676328	2.02205362146253	0.636989061809407	3.17439300404745	0.00150150237355729	0.0172723294573273	NW_015622504.1_cds_XP_016229108.1_1435					NW_015622504.1_cds_XP_016229108.1_1435	470704.XP_007762090.1	4.76e-201	563	COG0484@1|root,KOG0712@2759|Eukaryota,38CPQ@33154|Opisthokonta,3NW8I@4751|Fungi,3QQQ7@4890|Ascomycota,20C3I@147545|Eurotiomycetes,3MSMX@451870|Chaetothyriomycetidae	4751|Fungi	O	DnaJ like subfamily A member 2	YDJ1	GO:0001671,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006403,GO:0006404,GO:0006457,GO:0006458,GO:0006508,GO:0006511,GO:0006605,GO:0006626,GO:0006807,GO:0006810,GO:0006839,GO:0006886,GO:0006913,GO:0006950,GO:0006996,GO:0007005,GO:0008047,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010033,GO:0010243,GO:0010498,GO:0015031,GO:0015833,GO:0015931,GO:0016043,GO:0019538,GO:0019941,GO:0030163,GO:0030234,GO:0030433,GO:0030544,GO:0031072,GO:0032781,GO:0032991,GO:0033036,GO:0033365,GO:0033554,GO:0034613,GO:0034976,GO:0035719,GO:0036503,GO:0042026,GO:0042221,GO:0042886,GO:0043085,GO:0043161,GO:0043170,GO:0043462,GO:0043632,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0045047,GO:0045184,GO:0046907,GO:0048471,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050657,GO:0050658,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051031,GO:0051082,GO:0051169,GO:0051170,GO:0051179,GO:0051234,GO:0051236,GO:0051336,GO:0051345,GO:0051603,GO:0051641,GO:0051649,GO:0051716,GO:0060589,GO:0060590,GO:0065007,GO:0065009,GO:0070585,GO:0070727,GO:0070972,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072379,GO:0072380,GO:0072594,GO:0072599,GO:0072655,GO:0080134,GO:0080135,GO:0098772,GO:1900034,GO:1900035,GO:1901564,GO:1901565,GO:1901575,GO:1901698		ko:K09503	ko04141,map04141				ko00000,ko00001,ko03029,ko03110				DnaJ,DnaJ_C,DnaJ_CXXCXGXG
gene-IR01_01281	lcl|NW_015622504.1_cds_XP_016229109.1_1439	57.1763158433612	1.27455063433678	0.390266151125672	3.26584980701119	0.00109136117573903	0.0135186434333935	NW_015622504.1_cds_XP_016229109.1_1439					NW_015622504.1_cds_XP_016229109.1_1439	43229.XP_007726673.1	0	1226	COG0659@1|root,KOG0236@2759|Eukaryota,38C1D@33154|Opisthokonta,3NVZY@4751|Fungi,3QK3E@4890|Ascomycota,20ADB@147545|Eurotiomycetes,3MPNQ@451870|Chaetothyriomycetidae	4751|Fungi	P	SulP family sulfate permease				ko:K14708					ko00000,ko02000	2.A.53.1			STAS,Sulfate_transp
gene-IR01_01282	lcl|NW_015622504.1_cds_XP_016229110.1_1440	33.6285921399762	-1.94606305902651	0.580304235355024	-3.35352206732721	0.000797900510765196	0.010600851000486	NW_015622504.1_cds_XP_016229110.1_1440					NW_015622504.1_cds_XP_016229110.1_1440	86049.XP_008730897.1	1.45e-75	251	2D0CX@1|root,2SDQB@2759|Eukaryota,3A5QG@33154|Opisthokonta,3P623@4751|Fungi,3QXTG@4890|Ascomycota,20H5F@147545|Eurotiomycetes,3MTC9@451870|Chaetothyriomycetidae	4751|Fungi	S	acetyltransferase, GNAT family													FR47
gene-IR01_01313	lcl|NW_015622504.1_cds_XP_016229147.1_1477	38.6861821139791	2.71419074996728	0.978136852104404	2.77485787814645	0.0055225835590218	0.04538888419201	NW_015622504.1_cds_XP_016229147.1_1477					NW_015622504.1_cds_XP_016229147.1_1477	1182553.XP_007750748.1	5.54e-66	214	2E07P@1|root,2S7P3@2759|Eukaryota,3A4ZG@33154|Opisthokonta,3P4RM@4751|Fungi,3QWT8@4890|Ascomycota,20J16@147545|Eurotiomycetes,3MXCJ@451870|Chaetothyriomycetidae	4751|Fungi															
gene-IR01_01314	lcl|NW_015622504.1_cds_XP_016229148.1_1478	300.004453421828	1.44808358010593	0.367860144553803	3.93650576596817	8.26766347238139e-05	0.00196408789311541	NW_015622504.1_cds_XP_016229148.1_1478					NW_015622504.1_cds_XP_016229148.1_1478	1182553.XP_007750748.1	1.08e-66	214	2E07P@1|root,2S7P3@2759|Eukaryota,3A4ZG@33154|Opisthokonta,3P4RM@4751|Fungi,3QWT8@4890|Ascomycota,20J16@147545|Eurotiomycetes,3MXCJ@451870|Chaetothyriomycetidae	4751|Fungi															
gene-IR01_01323	lcl|NW_015622504.1_cds_XP_016229157.1_1487	335.500481216125	0.961219158431094	0.306339661691955	3.13775615316068	0.00170246444913664	0.0190208675121187	NW_015622504.1_cds_XP_016229157.1_1487					NW_015622504.1_cds_XP_016229157.1_1487	43228.XP_007734544.1	0	921	2C3BC@1|root,2SJNH@2759|Eukaryota,3979K@33154|Opisthokonta,3NYW6@4751|Fungi,3QQJ9@4890|Ascomycota,20CM3@147545|Eurotiomycetes,3MR2H@451870|Chaetothyriomycetidae	4751|Fungi	U	CorA-like Mg2+ transporter protein													CorA
gene-IR01_01328	lcl|NW_015622504.1_cds_XP_016229162.1_1492	47.4893255892549	-1.678536798151	0.416411409373158	-4.03095775084013	5.55500293799572e-05	0.00140886083415577	NW_015622504.1_cds_XP_016229162.1_1492					NW_015622504.1_cds_XP_016229162.1_1492	1182553.XP_007750711.1	0	875	COG2124@1|root,KOG0158@2759|Eukaryota,39WPR@33154|Opisthokonta,3NUXU@4751|Fungi,3QKGK@4890|Ascomycota,20EV5@147545|Eurotiomycetes,3MYBD@451870|Chaetothyriomycetidae	4751|Fungi	Q	Belongs to the cytochrome P450 family													p450
gene-IR01_01335	lcl|NW_015622504.1_cds_XP_016229170.1_1500	972.151443185803	-1.08381745929115	0.286910068499904	-3.77755115028847	0.000158377984175284	0.00322211002530459	NW_015622504.1_cds_XP_016229170.1_1500					NW_015622504.1_cds_XP_016229170.1_1500	1182553.XP_007750708.1	2.21e-152	446	2CMZY@1|root,2QT0V@2759|Eukaryota,39B1N@33154|Opisthokonta,3NXDI@4751|Fungi,3QMHI@4890|Ascomycota,20BR8@147545|Eurotiomycetes,3MQW8@451870|Chaetothyriomycetidae	4751|Fungi	S	Sucrase/ferredoxin-like		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464											Suc_Fer-like
gene-IR01_01356	lcl|NW_015622504.1_cds_XP_016229197.1_1527	182.854497996053	-1.50352242763581	0.52961460270478	-2.83889911637106	0.00452694667073141	0.0396432512241202	NW_015622504.1_cds_XP_016229197.1_1527					NW_015622504.1_cds_XP_016229197.1_1527	470704.XP_007759878.1	5.25e-179	501	COG1798@1|root,KOG3123@2759|Eukaryota,38H6T@33154|Opisthokonta,3NW84@4751|Fungi,3QKDA@4890|Ascomycota,20B81@147545|Eurotiomycetes,3MQ8I@451870|Chaetothyriomycetidae	4751|Fungi	J	Diphthine synthase	DPH5	GO:0003674,GO:0003824,GO:0004164,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0006448,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0009058,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0010608,GO:0016740,GO:0016741,GO:0017182,GO:0017183,GO:0018193,GO:0018202,GO:0019222,GO:0019538,GO:0031323,GO:0031326,GO:0032259,GO:0032268,GO:0034248,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:1900247,GO:1901564,GO:2000112,GO:2000765	2.1.1.314	ko:K00586			R11165	RC00003,RC03382	ko00000,ko01000,ko03012			iMM904.YLR172C,iND750.YLR172C	TP_methylase
gene-IR01_01369	lcl|NW_015622504.1_cds_XP_016229211.1_1541	404.493460959758	0.888883031975828	0.267533868679236	3.32250655352189	0.000892125756949204	0.011623473848544	NW_015622504.1_cds_XP_016229211.1_1541					NW_015622504.1_cds_XP_016229211.1_1541	5970.XP_009153953.1	2.29e-183	538	2D1XE@1|root,2SJN2@2759|Eukaryota,39XIP@33154|Opisthokonta,3NZ11@4751|Fungi,3QT3F@4890|Ascomycota,20DGX@147545|Eurotiomycetes,3MT46@451870|Chaetothyriomycetidae	4751|Fungi															zf-MYND
gene-IR01_01376	lcl|NW_015622504.1_cds_XP_016229218.1_1548	2960.83420926973	0.644258391601588	0.226994442471258	2.83821218082538	0.004536701379986	0.0396781028769192	NW_015622504.1_cds_XP_016229218.1_1548					NW_015622504.1_cds_XP_016229218.1_1548	470704.XP_007759907.1	5.27e-108	327	COG1028@1|root,KOG1208@2759|Eukaryota,38PSM@33154|Opisthokonta,3P08J@4751|Fungi,3QV1F@4890|Ascomycota,20S06@147545|Eurotiomycetes,3MT0G@451870|Chaetothyriomycetidae	4751|Fungi	Q	short chain dehydrogenase													adh_short
gene-IR01_01379	lcl|NW_015622504.1_cds_XP_016229221.1_1551	67326.1014501802	1.75600026630505	0.457798671593133	3.83574784128183	0.000125182795364845	0.00269505630222501	NW_015622504.1_cds_XP_016229221.1_1551					NW_015622504.1_cds_XP_016229221.1_1551	1182553.XP_007749190.1	0	1620	COG0542@1|root,KOG1051@2759|Eukaryota,38CTT@33154|Opisthokonta,3NXN8@4751|Fungi,3QPJ9@4890|Ascomycota,20B7B@147545|Eurotiomycetes,3MR4I@451870|Chaetothyriomycetidae	4751|Fungi	O	Belongs to the ClpA ClpB family	HSP104	GO:0000166,GO:0000302,GO:0001302,GO:0001306,GO:0001315,GO:0001316,GO:0001317,GO:0001319,GO:0001321,GO:0001322,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005991,GO:0006457,GO:0006458,GO:0006950,GO:0006979,GO:0006996,GO:0007568,GO:0007569,GO:0007571,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0009266,GO:0009311,GO:0009408,GO:0009628,GO:0009987,GO:0010033,GO:0010286,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022411,GO:0030554,GO:0031072,GO:0031974,GO:0031981,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032984,GO:0032988,GO:0032991,GO:0033036,GO:0033554,GO:0034399,GO:0034599,GO:0034605,GO:0034614,GO:0034975,GO:0035617,GO:0035639,GO:0035966,GO:0035967,GO:0036094,GO:0042026,GO:0042221,GO:0042623,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043335,GO:0043531,GO:0043933,GO:0044237,GO:0044238,GO:0044262,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0048869,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0051179,GO:0051716,GO:0051787,GO:0051788,GO:0061077,GO:0070013,GO:0070370,GO:0070413,GO:0070414,GO:0070887,GO:0071218,GO:0071310,GO:0071704,GO:0071826,GO:0071840,GO:0072353,GO:0072379,GO:0072380,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901700,GO:1901701,GO:1903008		ko:K03695	ko04213,map04213				ko00000,ko00001,ko03110				AAA,AAA_2,ClpB_D2-small,Clp_N
gene-IR01_01383	lcl|NW_015622504.1_cds_XP_016229225.1_1555	672.009727116818	-0.878267343440483	0.249235979168626	-3.52383851789822	0.000425343385602887	0.00651507153539045	NW_015622504.1_cds_XP_016229225.1_1555					NW_015622504.1_cds_XP_016229225.1_1555	1182553.XP_007746947.1	8e-114	330	COG2163@1|root,KOG1694@2759|Eukaryota,39HUD@33154|Opisthokonta,3NYQG@4751|Fungi,3QQC4@4890|Ascomycota,20FS2@147545|Eurotiomycetes,3MRTE@451870|Chaetothyriomycetidae	4751|Fungi	J	Belongs to the eukaryotic ribosomal protein eL6 family	RPL6	GO:0000027,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904		ko:K02934	ko03010,map03010	M00177			br01610,ko00000,ko00001,ko00002,ko03011				Ribosomal_L6e,Ribosomal_L6e_N
